,instance_folder,instance_id,noise_factor,sample,sample_durations,time_limit,obj_gap,obj_value,solve_time,solver_status
36,ubo50,4,2,6,"[0, 3, 8, 5, 3, 2, 8, 11, 7, 5, 2, 3, 6, 3, 6, 7, 7, 5, 10, 14, 11, 5, 8, 10, 8, 2, 2, 5, 1, 9, 1, 8, 3, 4, 14, 9, 8, 11, 7, 2, 3, 1, 1, 3, 6, 9, 1, 9, 3, 1, 6, 0]",60,0.389908,218.0,60.0,Feasible
37,ubo50,4,2,7,"[0, 9, 9, 7, 1, 2, 7, 6, 9, 7, 1, 3, 5, 6, 10, 2, 10, 1, 8, 7, 3, 3, 4, 12, 5, 1, 1, 4, 1, 7, 10, 6, 2, 4, 5, 6, 7, 2, 14, 1, 4, 2, 2, 2, 6, 6, 1, 5, 2, 3, 6, 0]",60,0.297436,195.0,60.0,Feasible
38,ubo50,4,2,8,"[0, 11, 11, 1, 2, 3, 3, 12, 12, 3, 1, 3, 1, 6, 10, 6, 9, 3, 8, 9, 1, 7, 5, 10, 4, 2, 2, 1, 1, 14, 2, 9, 3, 3, 9, 2, 9, 6, 5, 2, 7, 1, 3, 7, 11, 4, 1, 10, 6, 1, 10, 0]",60,0.383886,211.0,60.0,Feasible
39,ubo50,4,2,9,"[0, 14, 12, 7, 1, 3, 1, 10, 2, 7, 2, 3, 5, 1, 8, 5, 2, 3, 3, 13, 10, 4, 6, 4, 6, 2, 1, 5, 2, 11, 8, 13, 2, 4, 13, 9, 3, 7, 6, 1, 11, 2, 1, 5, 10, 8, 2, 5, 5, 3, 15, 0]",60,0.386957,230.0,60.0,Feasible
40,ubo50,5,2,0,"[0, 7, 9, 2, 7, 2, 3, 1, 2, 1, 10, 2, 5, 3, 3, 6, 6, 3, 7, 2, 5, 3, 4, 5, 2, 4, 7, 1, 7, 12, 2, 8, 2, 9, 2, 4, 2, 15, 2, 11, 1, 2, 2, 13, 2, 1, 8, 5, 7, 6, 2, 0]",60,,,60.0,Unknown
41,ubo50,5,2,1,"[0, 11, 4, 5, 10, 2, 14, 5, 5, 1, 6, 2, 3, 1, 5, 11, 3, 3, 12, 1, 7, 2, 5, 8, 7, 10, 6, 5, 4, 8, 2, 4, 1, 11, 1, 5, 12, 10, 2, 10, 4, 1, 1, 3, 1, 2, 8, 3, 2, 4, 1, 0]",60,,,60.0,Unknown
42,ubo50,5,2,2,"[0, 10, 7, 5, 7, 1, 5, 5, 6, 2, 10, 2, 1, 1, 5, 6, 8, 2, 7, 2, 1, 5, 4, 1, 6, 13, 5, 2, 8, 12, 1, 5, 1, 4, 7, 15, 11, 11, 3, 6, 2, 1, 1, 15, 2, 1, 11, 8, 1, 3, 7, 0]",60,,,0.003,Infeasible
43,ubo50,5,2,3,"[0, 8, 3, 1, 8, 2, 8, 2, 5, 1, 3, 3, 6, 2, 2, 4, 2, 2, 7, 1, 1, 8, 10, 6, 1, 12, 4, 2, 2, 7, 5, 7, 2, 11, 4, 11, 11, 5, 2, 8, 5, 2, 1, 8, 1, 2, 2, 3, 8, 9, 7, 0]",60,,,60.0,Unknown
44,ubo50,5,2,4,"[0, 9, 1, 5, 12, 2, 6, 5, 3, 1, 3, 2, 8, 2, 2, 4, 5, 1, 9, 1, 6, 5, 9, 3, 5, 13, 1, 6, 4, 3, 1, 5, 2, 5, 2, 3, 5, 11, 2, 13, 5, 1, 2, 14, 1, 2, 4, 12, 4, 7, 8, 0]",60,0.0,197.0,41.358,Optimal
45,ubo50,5,2,5,"[0, 5, 6, 5, 5, 1, 7, 5, 1, 2, 6, 1, 4, 2, 7, 9, 6, 2, 10, 1, 3, 3, 4, 9, 3, 4, 5, 1, 5, 7, 2, 8, 2, 4, 5, 9, 8, 12, 3, 9, 2, 1, 1, 3, 1, 1, 10, 8, 1, 7, 8, 0]",60,,,60.0,Unknown
46,ubo50,5,2,6,"[0, 2, 4, 2, 2, 1, 6, 3, 5, 2, 8, 3, 5, 1, 9, 2, 7, 1, 12, 2, 5, 2, 12, 6, 3, 8, 7, 4, 7, 15, 5, 9, 2, 13, 5, 10, 9, 10, 2, 14, 5, 1, 1, 14, 1, 2, 6, 4, 2, 9, 6, 0]",60,,,60.0,Unknown
47,ubo50,5,2,7,"[0, 11, 5, 2, 3, 1, 3, 3, 5, 1, 10, 1, 7, 3, 5, 5, 7, 1, 10, 1, 4, 8, 2, 7, 6, 7, 7, 3, 3, 15, 2, 6, 2, 12, 2, 11, 8, 7, 1, 5, 3, 2, 2, 7, 1, 1, 4, 12, 5, 4, 2, 0]",60,,,60.0,Unknown
48,ubo50,5,2,8,"[0, 3, 3, 5, 2, 2, 11, 5, 3, 2, 12, 2, 5, 1, 9, 4, 2, 3, 6, 1, 1, 2, 9, 1, 6, 5, 3, 5, 7, 14, 3, 9, 2, 13, 1, 15, 7, 12, 2, 11, 3, 2, 1, 9, 1, 1, 5, 9, 4, 4, 8, 0]",60,,,60.0,Unknown
49,ubo50,5,2,9,"[0, 2, 2, 3, 2, 1, 4, 7, 5, 1, 14, 1, 6, 1, 7, 4, 3, 3, 10, 2, 1, 8, 12, 9, 7, 11, 1, 1, 7, 10, 3, 1, 2, 4, 3, 4, 12, 15, 2, 14, 6, 2, 2, 12, 1, 1, 5, 11, 1, 8, 3, 0]",60,,,60.0,Unknown
50,ubo50,6,2,0,"[0, 6, 10, 11, 7, 2, 1, 3, 2, 10, 8, 11, 3, 5, 8, 4, 5, 4, 15, 3, 1, 3, 5, 2, 2, 2, 2, 9, 2, 2, 12, 8, 2, 6, 9, 10, 2, 3, 2, 11, 11, 6, 3, 11, 1, 3, 10, 4, 7, 2, 2, 0]",60,0.0,210.0,1.381,Optimal
51,ubo50,6,2,1,"[0, 4, 6, 10, 3, 2, 5, 3, 4, 12, 4, 2, 5, 3, 10, 9, 3, 2, 11, 7, 2, 4, 8, 5, 6, 2, 5, 9, 1, 1, 5, 8, 2, 8, 10, 10, 8, 6, 11, 3, 11, 2, 2, 5, 1, 1, 9, 5, 6, 3, 1, 0]",60,0.0,203.0,1.263,Optimal
52,ubo50,6,2,2,"[0, 4, 7, 9, 10, 2, 5, 7, 5, 12, 2, 4, 1, 8, 4, 9, 2, 1, 13, 5, 1, 1, 5, 2, 10, 1, 4, 6, 2, 3, 10, 3, 1, 7, 3, 10, 3, 9, 7, 5, 10, 1, 3, 7, 2, 3, 7, 7, 1, 2, 3, 0]",60,0.0,187.0,1.462,Optimal
53,ubo50,6,2,3,"[0, 2, 7, 6, 12, 1, 8, 11, 2, 8, 9, 2, 2, 4, 12, 3, 7, 5, 7, 4, 3, 9, 4, 1, 10, 1, 9, 8, 2, 1, 8, 9, 2, 1, 14, 2, 2, 11, 8, 3, 13, 6, 1, 4, 3, 3, 3, 4, 6, 2, 3, 0]",60,0.0,211.0,0.019,Optimal
54,ubo50,6,2,4,"[0, 5, 5, 2, 8, 1, 8, 5, 5, 13, 10, 5, 1, 9, 7, 4, 2, 1, 15, 4, 1, 2, 3, 5, 4, 2, 12, 14, 1, 2, 6, 3, 1, 5, 3, 4, 4, 11, 4, 8, 9, 6, 2, 9, 1, 3, 13, 3, 9, 3, 3, 0]",60,0.0,208.0,0.582,Optimal
55,ubo50,6,2,5,"[0, 2, 6, 2, 6, 1, 2, 10, 4, 4, 8, 8, 2, 7, 12, 8, 1, 1, 5, 7, 1, 10, 7, 1, 7, 2, 2, 6, 2, 1, 6, 5, 2, 7, 8, 4, 9, 11, 1, 9, 10, 5, 3, 11, 2, 1, 12, 11, 6, 3, 3, 0]",60,0.0,219.0,0.373,Optimal
56,ubo50,6,2,6,"[0, 6, 7, 8, 8, 1, 9, 14, 3, 10, 9, 9, 4, 3, 9, 2, 6, 3, 4, 4, 3, 9, 6, 2, 5, 2, 3, 5, 2, 3, 3, 5, 1, 8, 3, 7, 3, 7, 4, 9, 10, 7, 1, 8, 2, 1, 10, 7, 3, 3, 1, 0]",60,0.0,209.0,0.352,Optimal
57,ubo50,6,2,7,"[0, 2, 12, 7, 11, 2, 9, 9, 5, 5, 12, 11, 5, 1, 3, 5, 3, 5, 12, 4, 2, 2, 3, 5, 1, 2, 10, 5, 2, 2, 12, 5, 1, 1, 5, 2, 7, 6, 9, 12, 10, 1, 2, 4, 3, 1, 14, 11, 11, 3, 1, 0]",60,0.0,211.0,4.558,Optimal
58,ubo50,6,2,8,"[0, 6, 12, 2, 7, 2, 9, 13, 4, 9, 8, 2, 5, 8, 14, 5, 4, 1, 14, 2, 3, 11, 1, 2, 7, 1, 4, 14, 1, 2, 7, 7, 1, 7, 12, 3, 8, 8, 1, 10, 14, 6, 3, 10, 3, 1, 11, 1, 8, 3, 1, 0]",60,0.00446429,224.0,1.384,Optimal
59,ubo50,6,2,9,"[0, 1, 9, 3, 12, 2, 6, 4, 2, 13, 8, 6, 2, 9, 10, 12, 6, 2, 13, 1, 1, 6, 4, 5, 10, 2, 2, 7, 1, 3, 14, 3, 1, 4, 13, 3, 1, 3, 5, 13, 13, 5, 3, 7, 1, 1, 14, 4, 9, 4, 2, 0]",60,0.0,222.0,1.347,Optimal
60,ubo50,7,2,0,"[0, 6, 14, 1, 1, 11, 2, 8, 1, 1, 4, 10, 9, 11, 4, 7, 6, 3, 5, 12, 4, 6, 9, 8, 12, 2, 8, 2, 1, 6, 11, 2, 2, 9, 2, 2, 1, 15, 4, 11, 1, 4, 3, 9, 1, 10, 4, 2, 2, 5, 6, 0]",60,,,0.003,Infeasible
61,ubo50,7,2,1,"[0, 1, 4, 1, 3, 6, 1, 6, 2, 3, 3, 7, 12, 4, 9, 10, 9, 7, 2, 5, 9, 9, 6, 4, 8, 2, 4, 8, 1, 1, 4, 3, 2, 10, 2, 4, 5, 13, 3, 11, 2, 2, 2, 4, 1, 11, 5, 3, 5, 7, 9, 0]",60,,,0.004,Infeasible
62,ubo50,7,2,2,"[0, 6, 11, 1, 1, 6, 2, 5, 2, 1, 5, 3, 13, 9, 3, 10, 9, 3, 5, 6, 2, 3, 11, 1, 5, 2, 2, 4, 1, 5, 9, 3, 1, 9, 1, 2, 3, 9, 9, 5, 1, 7, 2, 2, 1, 7, 1, 2, 3, 3, 7, 0]",60,,,0.004,Infeasible
63,ubo50,7,2,3,"[0, 5, 13, 1, 2, 10, 2, 6, 1, 2, 6, 12, 4, 6, 6, 14, 7, 6, 1, 10, 11, 4, 9, 6, 8, 1, 6, 10, 2, 1, 3, 2, 2, 11, 1, 6, 1, 15, 13, 6, 5, 3, 3, 1, 2, 14, 4, 2, 3, 6, 5, 0]",60,,,0.004,Infeasible
64,ubo50,7,2,4,"[0, 1, 9, 1, 2, 9, 3, 8, 1, 7, 13, 11, 6, 2, 10, 7, 3, 2, 1, 5, 10, 3, 12, 5, 14, 1, 4, 5, 2, 3, 8, 4, 2, 6, 1, 5, 5, 3, 6, 6, 1, 4, 2, 7, 2, 10, 2, 1, 3, 12, 4, 0]",60,0.0,164.0,1.46,Optimal
65,ubo50,7,2,5,"[0, 1, 5, 3, 2, 6, 1, 5, 1, 7, 4, 10, 6, 3, 8, 9, 7, 2, 7, 2, 2, 4, 11, 7, 3, 1, 8, 2, 2, 2, 2, 5, 2, 13, 2, 5, 5, 6, 11, 11, 1, 7, 1, 6, 1, 12, 3, 3, 5, 7, 8, 0]",60,,,0.004,Infeasible
66,ubo50,7,2,6,"[0, 4, 9, 1, 1, 10, 3, 5, 2, 4, 5, 9, 14, 2, 7, 5, 2, 4, 3, 10, 7, 11, 6, 2, 14, 2, 2, 4, 2, 7, 2, 3, 1, 10, 1, 7, 3, 7, 6, 9, 5, 8, 3, 4, 2, 3, 5, 3, 3, 11, 12, 0]",60,,,0.003,Infeasible
67,ubo50,7,2,7,"[0, 8, 8, 2, 2, 11, 1, 6, 3, 6, 7, 5, 13, 11, 6, 3, 1, 7, 4, 12, 6, 11, 5, 2, 4, 1, 6, 6, 2, 7, 2, 4, 1, 5, 2, 6, 2, 12, 7, 7, 1, 3, 2, 7, 2, 6, 1, 2, 1, 7, 4, 0]",60,0.0,173.0,4.032,Optimal
68,ubo50,7,2,8,"[0, 3, 14, 3, 3, 12, 1, 6, 3, 1, 8, 12, 11, 12, 8, 9, 1, 7, 5, 9, 5, 2, 3, 7, 13, 1, 7, 3, 1, 5, 4, 4, 1, 8, 1, 7, 3, 12, 5, 10, 1, 8, 2, 9, 1, 11, 1, 1, 3, 2, 9, 0]",60,,,0.003,Infeasible
69,ubo50,7,2,9,"[0, 5, 4, 3, 2, 12, 1, 2, 2, 2, 8, 12, 13, 8, 6, 12, 9, 7, 8, 12, 7, 3, 12, 1, 3, 2, 4, 11, 2, 1, 6, 1, 1, 14, 1, 5, 4, 13, 5, 15, 1, 1, 2, 5, 1, 13, 5, 3, 4, 7, 2, 0]",60,,,0.003,Infeasible
70,ubo50,8,2,0,"[0, 2, 9, 8, 10, 7, 8, 1, 2, 2, 10, 5, 8, 2, 1, 5, 3, 7, 4, 1, 12, 1, 6, 3, 3, 5, 2, 8, 12, 2, 9, 1, 1, 9, 6, 12, 2, 2, 2, 1, 1, 4, 1, 9, 4, 9, 1, 4, 7, 8, 2, 0]",60,,,0.004,Infeasible
71,ubo50,8,2,1,"[0, 2, 4, 5, 9, 3, 4, 5, 12, 5, 3, 4, 11, 3, 2, 1, 5, 12, 8, 3, 9, 3, 2, 1, 7, 4, 2, 8, 7, 2, 7, 2, 3, 11, 1, 5, 1, 2, 4, 5, 3, 3, 1, 8, 8, 2, 2, 4, 1, 11, 6, 0]",60,0.0,187.0,15.168,Optimal
72,ubo50,8,2,2,"[0, 2, 7, 5, 6, 8, 3, 5, 7, 4, 10, 1, 6, 5, 2, 6, 5, 12, 1, 1, 4, 1, 6, 3, 8, 2, 2, 10, 11, 1, 6, 1, 1, 4, 7, 15, 2, 1, 3, 4, 2, 5, 5, 8, 3, 7, 1, 2, 3, 9, 7, 0]",60,,,0.004,Infeasible
73,ubo50,8,2,3,"[0, 1, 8, 8, 1, 8, 8, 6, 3, 3, 7, 1, 8, 2, 1, 2, 5, 13, 1, 2, 10, 2, 6, 1, 4, 2, 1, 5, 7, 2, 8, 2, 1, 14, 1, 14, 2, 3, 5, 6, 1, 8, 1, 2, 2, 9, 1, 1, 5, 13, 6, 0]",60,,,60.0,Unknown
